area_sqft,bedrooms,bathrooms,floor_number,total_floors,balcony,parking,lift,security,gym,power_backup,latitude,longitude,dist_city_center_km,dist_infocity_km,dist_kiit_km,dist_airport_km,dist_khandagiri_km,dist_sum_hospital_km,dist_railway_station_km,dist_it_park_km,rent,furnishing_semi-furnished,furnishing_unfurnished,property_type_builder_floor,property_type_independent_house,property_type_studio,property_type_villa,locality_count,luxury_score,amenity_count,floor_ratio,rooms_per_sqft,parking_to_area
1770,3,2,7,18,2,0,1,0,0,0,20.25806,85.82391,4.23,11.248,11.191,1.688,5.494,5.024,1.437,10.065,30000,False,False,False,False,False,False,33,0.3,3,0.3888888888888889,0.0028248587570621,0.0
1356,3,2,5,9,1,0,1,1,1,0,20.34633,85.82676,5.59,1.987,1.396,11.417,10.031,5.328,9.242,1.447,30500,False,True,False,False,False,False,104,0.8,4,0.5555555555555556,0.0036873156342182,0.0
859,1,1,2,5,1,2,1,1,0,0,20.28908,85.83566,1.401,8.094,7.828,5.348,6.805,3.034,2.823,6.965,17000,False,True,False,False,False,False,34,0.95,5,0.4,0.0023282887077997,0.0023282887077997
1599,2,2,13,13,1,0,1,0,0,0,20.32054,85.83902,3.111,5.036,4.505,8.794,8.774,3.747,6.327,4.085,31000,True,False,False,False,False,False,37,0.3,2,1.0,0.0025015634771732,0.0
1393,3,2,13,13,3,2,1,0,1,1,20.31654,85.85254,3.704,6.243,5.525,8.843,9.678,4.792,6.115,5.407,29000,True,False,False,False,False,False,37,0.95,8,1.0,0.0035893754486719,0.0014357501794687
1335,2,2,12,12,1,1,1,1,0,1,20.35201,85.8177,6.257,0.891,1.028,12.01,10.093,5.713,10.009,0.663,31500,False,True,False,True,False,False,104,0.75,5,1.0,0.0029962546816479,0.0007490636704119
1985,3,2,9,11,3,2,1,0,1,1,20.37741,85.8288,9.052,2.653,2.128,14.879,13.136,8.707,12.668,3.662,57000,False,False,False,True,False,False,91,0.95,8,0.8181818181818182,0.0025188916876574,0.0010075566750629
1385,2,2,13,13,0,1,1,1,0,1,20.31819,85.84663,3.37,5.708,5.061,8.78,9.258,4.299,6.154,4.825,33000,False,False,False,False,False,False,37,0.75,4,1.0,0.0028880866425992,0.0007220216606498
794,2,1,2,12,2,2,1,0,1,0,20.28678,85.84421,2.302,8.634,8.257,5.497,7.601,3.95,2.696,7.545,22500,False,False,False,False,False,False,34,0.95,6,0.1666666666666666,0.0037783375314861,0.0025188916876574
819,1,1,1,14,0,1,1,1,0,0,20.28747,85.83301,1.307,8.191,7.97,5.087,6.489,2.88,2.665,7.047,18500,True,False,False,False,False,False,34,0.75,3,0.0714285714285714,0.0024420024420024,0.0012210012210012
1081,1,1,14,14,1,2,1,1,0,0,20.34512,85.81709,5.505,1.569,1.696,11.244,9.389,4.946,9.272,0.533,26000,False,True,False,False,False,False,43,0.95,5,1.0,0.001850138760407,0.001850138760407
1041,2,1,6,10,2,0,1,1,0,0,20.29965,85.82676,0.46,6.721,6.57,6.258,6.409,1.798,4.119,5.564,22000,False,True,False,True,False,False,68,0.55,4,0.6,0.0028818443804034,0.0
471,1,1,0,10,1,2,1,1,0,1,20.26352,85.77749,6.096,11.213,11.664,4.732,0.984,5.364,6.135,10.097,10000,False,True,True,False,False,False,53,0.95,6,0.0,0.0042462845010615,0.0042462845010615
1080,2,1,14,14,2,2,1,0,1,1,20.28047,85.85974,4.066,9.971,9.443,5.965,9.083,5.715,3.075,8.952,20000,False,True,True,False,False,False,33,0.95,7,1.0,0.0027777777777777,0.0018518518518518
1510,2,2,9,9,1,0,1,1,0,1,20.27447,85.80478,3.165,9.405,9.589,3.65,3.312,3.014,3.499,8.221,23500,False,True,False,False,False,False,46,0.55,4,1.0,0.0026490066225165,0.0
3642,4,4,9,9,1,2,1,1,0,0,20.28541,85.80235,2.598,8.225,8.47,4.878,3.416,1.912,4.286,7.048,57500,False,False,False,True,False,False,36,0.95,5,1.0,0.0021965952773201,0.00054914881933
1443,2,2,8,16,1,1,1,0,0,0,20.3585,85.83928,7.108,2.74,1.541,12.927,11.886,7.083,10.546,2.978,29000,True,False,False,True,False,False,41,0.5,3,0.5,0.0027720027720027,0.0006930006930006
1138,2,2,11,19,1,0,1,0,0,1,20.34472,85.82921,5.429,2.296,1.63,11.263,10.029,5.253,9.039,1.729,28500,False,False,True,False,False,False,43,0.3,3,0.5789473684210527,0.0035149384885764,0.0
1115,1,1,5,13,0,0,1,1,0,1,20.35607,85.82184,6.674,0.967,0.403,12.469,10.694,6.233,10.381,1.286,35500,True,False,False,False,False,False,104,0.55,3,0.3846153846153846,0.0017937219730941,0.0
1364,2,2,3,18,0,2,1,0,0,0,20.29005,85.81371,1.311,7.634,7.716,5.138,4.707,1.312,3.76,6.444,40000,False,False,False,False,False,False,63,0.7,3,0.1666666666666666,0.002932551319648,0.001466275659824
1839,3,2,9,16,0,0,1,1,0,1,20.26618,85.84977,4.244,10.979,10.62,4.148,8.008,5.72,1.432,9.873,23000,False,True,False,False,False,False,47,0.55,3,0.5625,0.0027188689505165,0.0
1415,3,2,2,18,2,2,1,0,1,1,20.3532,85.82055,6.363,0.997,0.737,12.146,10.35,5.894,10.087,0.977,32000,False,True,False,False,True,False,104,0.95,7,0.1111111111111111,0.0035335689045936,0.0014134275618374
1589,3,3,5,18,0,0,1,1,0,1,20.35731,85.80085,7.239,1.276,2.47,12.723,9.978,6.306,11.046,1.636,37000,True,False,False,False,False,False,80,0.55,3,0.2777777777777778,0.0037759597230962,0.0
473,1,1,11,11,1,2,1,0,1,1,20.29904,85.81423,1.12,6.635,6.72,6.131,5.269,0.539,4.554,5.446,15500,True,False,False,False,False,False,42,0.95,6,1.0,0.0042283298097251,0.0042283298097251
794,1,1,9,9,0,0,1,1,0,0,20.28506,85.83402,1.579,8.477,8.248,4.869,6.523,3.116,2.387,7.334,18500,False,True,False,False,False,False,68,0.55,2,1.0,0.0025188916876574,0.0
1915,3,2,6,8,3,0,1,0,1,0,20.28649,85.82402,1.07,8.111,8.03,4.769,5.56,2.222,2.839,6.935,41500,True,False,False,False,False,False,63,0.55,5,0.75,0.0026109660574412,0.0
697,1,1,1,15,1,2,1,0,0,0,20.37275,85.82746,8.529,2.171,1.592,14.352,12.61,8.171,12.161,3.138,16000,True,False,False,False,False,False,35,0.7,4,0.0666666666666666,0.0028694404591104,0.0028694404591104
832,1,1,12,12,1,1,1,0,0,0,20.34968,85.81274,6.083,1.003,1.584,11.763,9.632,5.401,9.871,0.189,22000,False,True,False,True,False,False,91,0.5,3,1.0,0.0024038461538461,0.001201923076923
986,1,1,4,16,0,2,1,0,0,1,20.30108,85.79976,2.639,6.554,6.907,6.62,4.309,1.026,5.639,5.397,19000,False,True,False,True,False,False,36,0.7,4,0.25,0.0020283975659229,0.0020283975659229
713,1,1,6,14,1,1,1,0,0,1,20.36251,85.81177,7.503,0.443,1.393,13.193,10.9,6.821,11.281,1.619,21000,True,False,False,False,False,False,80,0.5,4,0.4285714285714285,0.002805049088359,0.0014025245441795
982,1,1,2,6,1,0,1,0,0,0,20.2915,85.80449,2.149,7.525,7.758,5.461,3.956,1.203,4.535,6.345,25500,True,False,False,False,True,False,63,0.3,2,0.3333333333333333,0.0020366598778004,0.0
972,2,2,9,11,1,0,1,0,0,1,20.31746,85.80921,2.861,4.603,4.855,8.217,6.351,1.808,6.612,3.419,18500,False,True,False,False,False,False,29,0.3,3,0.8181818181818182,0.0041152263374485,0.0
1479,2,2,3,6,0,0,1,0,0,1,20.36896,85.79588,8.634,2.118,3.194,14.082,11.103,7.669,12.44,2.936,24500,True,False,True,False,False,False,39,0.3,2,0.5,0.0027045300878972,0.0
752,1,1,2,14,1,0,1,1,0,1,20.27107,85.83859,3.147,10.103,9.854,3.71,6.821,4.513,0.854,8.961,15000,True,False,False,False,False,False,33,0.55,4,0.1428571428571428,0.0026595744680851,0.0
1249,2,2,5,6,0,2,1,0,1,1,20.33998,85.82728,4.888,2.559,2.102,10.718,9.485,4.69,8.534,1.735,33000,False,False,False,True,False,False,43,0.95,5,0.8333333333333334,0.0032025620496397,0.0016012810248198
711,2,1,12,14,2,0,1,0,0,1,20.37399,85.8182,8.686,1.784,1.823,14.454,12.335,8.143,12.408,2.94,16000,False,False,True,False,False,False,39,0.3,4,0.8571428571428571,0.0042194092827004,0.0
938,2,1,2,11,2,1,1,0,0,1,20.35674,85.82818,6.754,1.597,0.441,12.583,11.087,6.473,10.38,1.857,31000,False,False,False,False,False,False,104,0.5,5,0.1818181818181818,0.0031982942430703,0.0010660980810234
2030,3,3,3,16,1,1,1,1,1,0,20.277,85.84056,2.705,9.528,9.238,4.371,7.054,4.203,1.544,8.402,33000,True,False,False,False,False,False,47,1.0,5,0.1875,0.0029556650246305,0.0004926108374384
3360,4,4,15,18,1,0,1,1,0,0,20.36515,85.82363,7.679,1.32,0.723,13.485,11.676,7.26,11.358,2.206,55500,False,True,False,True,False,False,91,0.55,3,0.8333333333333334,0.0023809523809523,0.0
926,2,2,12,12,0,1,1,0,0,1,20.26478,85.858,4.933,11.449,11.012,4.788,8.876,6.472,2.267,10.376,17000,True,False,False,False,False,False,47,0.5,3,1.0,0.0043196544276457,0.0010799136069114
2975,4,4,0,6,3,1,1,0,0,1,20.28884,85.83782,1.607,8.188,7.891,5.406,7.013,3.248,2.8,7.069,55000,True,False,False,False,False,False,68,0.5,6,0.0,0.0026890756302521,0.0003361344537815
1232,2,2,14,14,1,0,1,1,0,1,20.32894,85.79451,4.808,3.83,4.553,9.752,6.773,3.463,8.463,2.865,25500,False,False,True,False,False,False,31,0.55,4,1.0,0.0032467532467532,0.0
1017,2,2,3,6,2,0,1,1,0,1,20.36616,85.85219,8.308,4.169,3.003,14.049,13.374,8.479,11.513,4.557,21000,False,True,False,False,False,False,41,0.55,5,0.5,0.0039331366764995,0.0
555,1,1,15,15,1,0,1,0,0,1,20.34033,85.83483,5.035,3.058,2.309,10.858,10.003,5.085,8.522,2.431,13500,False,True,False,False,False,False,43,0.3,3,1.0,0.0036036036036036,0.0
1503,3,2,10,10,3,0,1,0,0,1,20.35617,85.79904,7.188,1.482,2.669,12.625,9.804,6.211,10.992,1.716,41500,False,False,False,False,True,False,80,0.3,5,1.0,0.0033266799733865,0.0
1239,2,2,4,18,0,2,1,1,0,1,20.31921,85.82122,2.592,4.474,4.404,8.371,7.304,2.341,6.37,3.314,28000,True,False,False,True,False,False,43,0.95,5,0.2222222222222222,0.003228410008071,0.0016142050040355
1670,3,2,5,7,0,1,1,1,0,1,20.34411,85.81781,5.384,1.698,1.766,11.132,9.328,4.848,9.147,0.662,31000,True,False,False,True,False,False,29,0.75,4,0.7142857142857143,0.0029940119760479,0.0005988023952095
1324,2,2,7,11,1,1,1,0,1,1,20.32512,85.81266,3.455,3.734,3.933,9.036,7.254,2.679,7.261,2.544,32500,True,False,False,False,True,False,43,0.75,5,0.6363636363636364,0.0030211480362537,0.0007552870090634
1021,2,2,6,9,0,2,1,0,0,0,20.28578,85.8384,1.849,8.53,8.237,5.119,6.986,3.459,2.465,7.408,19000,True,False,False,True,False,False,34,0.7,3,0.6666666666666666,0.0039177277179236,0.0019588638589618
1751,3,2,3,14,3,2,1,1,0,1,20.27627,85.83784,2.607,9.525,9.271,4.153,6.764,4.045,1.407,8.386,30500,True,False,False,False,False,False,47,0.95,8,0.2142857142857142,0.0028555111364934,0.0011422044545973
1267,2,1,3,3,1,0,1,0,0,1,20.321,85.79616,4.05,4.545,5.129,8.855,6.013,2.61,7.624,3.478,20500,False,True,False,False,False,False,31,0.3,3,1.0,0.0023677979479084,0.0
917,1,1,6,20,0,1,1,0,0,1,20.36147,85.81254,7.375,0.312,1.284,13.074,10.823,6.709,11.15,1.499,22000,False,True,True,False,False,False,104,0.5,3,0.3,0.0021810250817884,0.0010905125408942
1829,3,3,9,9,3,1,1,1,0,0,20.30593,85.81868,1.25,5.898,5.899,6.887,6.103,1.083,5.043,4.715,50500,False,False,False,False,False,False,68,0.75,6,1.0,0.0032804811372334,0.0005467468562055
925,1,1,14,14,1,2,1,0,0,0,20.36511,85.81853,7.699,0.917,0.946,13.467,11.442,7.167,11.428,1.988,28500,True,False,False,False,False,False,91,0.7,4,1.0,0.0021621621621621,0.0021621621621621
513,1,1,3,15,0,1,1,0,0,1,20.25269,85.81467,4.935,11.789,11.832,1.02,4.8,5.42,2.567,10.599,9000,False,True,False,False,False,False,20,0.5,3,0.2,0.0038986354775828,0.0019493177387914
2195,3,3,7,8,0,2,1,1,1,0,20.35827,85.82648,6.916,1.406,0.212,12.738,11.143,6.585,10.565,1.811,58000,True,False,False,False,False,False,91,1.2000000000000002,5,0.875,0.0027334851936218,0.0009111617312072
1184,2,2,11,12,0,2,1,0,1,1,20.35587,85.79554,7.3,1.847,3.035,12.654,9.677,6.253,11.095,2.02,27500,False,False,False,False,False,False,31,0.95,5,0.9166666666666666,0.0033783783783783,0.0016891891891891
624,1,1,11,19,1,1,1,0,0,0,20.2655,85.79568,4.54,10.52,10.79,3.323,2.435,4.227,4.242,9.35,14500,False,False,False,False,False,False,46,0.5,3,0.5789473684210527,0.0032051282051282,0.0016025641025641
730,1,1,0,5,0,2,1,1,0,0,20.29756,85.86109,3.819,8.448,7.796,7.474,9.617,5.385,4.567,7.523,14500,False,True,False,False,False,False,30,0.95,4,0.0,0.0027397260273972,0.0027397260273972
2020,3,3,13,13,1,0,1,0,1,0,20.27096,85.81087,3.136,9.759,9.859,3.084,3.93,3.365,2.773,8.569,26000,False,True,False,False,False,False,46,0.55,3,1.0,0.0029702970297029,0.0
1519,2,2,7,11,1,1,1,1,1,0,20.37901,85.82068,9.228,2.396,2.293,15.015,12.949,8.729,12.925,3.54,29000,True,False,False,False,False,False,39,1.0,5,0.6363636363636364,0.0026333113890717,0.0006583278472679
1507,2,2,2,4,2,0,1,1,0,1,20.26978,85.79971,3.905,9.984,10.22,3.432,2.771,3.643,3.876,8.807,26000,True,False,False,False,False,False,46,0.55,5,0.5,0.0026542800265428,0.0
722,1,1,12,15,0,1,1,1,0,1,20.36081,85.8414,7.408,2.97,1.777,13.22,12.224,7.411,10.811,3.286,16500,False,True,False,False,False,False,43,0.75,4,0.8,0.002770083102493,0.0013850415512465
1108,1,1,11,11,0,0,1,1,0,0,20.27782,85.83772,2.456,9.356,9.098,4.297,6.768,3.919,1.577,8.218,20500,True,False,False,False,False,False,33,0.55,2,1.0,0.0018050541516245,0.0
2015,3,3,11,11,3,2,1,0,1,1,20.29635,85.81785,0.694,6.951,6.968,5.821,5.421,1.015,4.109,5.765,33000,False,True,True,False,False,False,68,0.95,8,1.0,0.0029776674937965,0.0009925558312655
908,1,1,1,20,1,2,1,0,0,0,20.35293,85.80849,6.536,0.795,1.788,12.151,9.784,5.753,10.337,0.722,25500,False,True,False,False,False,False,80,0.7,4,0.05,0.0022026431718061,0.0022026431718061
1033,2,2,11,11,2,2,1,0,0,1,20.35324,85.83358,6.424,2.23,1.125,12.258,11.066,6.304,9.96,2.223,21500,False,True,False,False,False,False,41,0.7,6,1.0,0.0038722168441432,0.0019361084220716
1158,2,2,9,9,2,2,1,1,1,1,20.26455,85.7737,6.355,11.243,11.733,5.137,0.763,5.534,6.531,10.144,21500,False,True,False,False,False,False,53,1.2000000000000002,8,1.0,0.003454231433506,0.001727115716753
962,1,1,13,13,1,0,1,1,0,1,20.3072,85.81123,1.854,5.73,5.891,7.061,5.619,0.688,5.498,4.541,20500,False,True,False,True,False,False,68,0.55,4,1.0,0.002079002079002,0.0
972,2,1,5,5,1,0,1,0,1,0,20.31851,85.85844,4.329,6.513,5.7,9.306,10.318,5.445,6.517,5.762,24000,False,True,False,False,False,True,37,0.55,3,1.0,0.0030864197530864,0.0
1897,3,3,0,15,1,0,1,1,0,0,20.33197,85.78693,5.591,4.028,4.917,10.298,6.886,4.159,9.173,3.25,29000,True,False,False,False,False,False,31,0.55,3,0.0,0.0031628887717448,0.0
841,1,1,9,9,1,2,1,0,0,0,20.28709,85.80358,2.401,8.023,8.256,5.016,3.617,1.69,4.291,6.844,20500,False,True,False,False,False,False,63,0.7,4,1.0,0.0023781212841854,0.0023781212841854
659,1,1,5,7,1,1,1,0,1,1,20.32119,85.83726,3.091,4.878,4.378,8.82,8.677,3.642,6.393,3.91,18000,True,False,False,False,False,False,37,0.75,5,0.7142857142857143,0.0030349013657056,0.0015174506828528
1126,2,2,11,15,1,1,1,1,1,0,20.28512,85.82454,1.221,8.27,8.182,4.626,5.568,2.372,2.679,7.095,31500,False,True,False,False,False,True,68,1.0,5,0.7333333333333333,0.0035523978685612,0.0008880994671403
1093,2,2,8,20,2,0,1,0,0,1,20.33998,85.84687,5.408,4.099,3.126,11.095,10.825,5.805,8.553,3.642,22500,False,True,False,False,False,False,43,0.3,4,0.4,0.0036596523330283,0.0
628,1,1,11,14,1,1,1,0,1,1,20.27396,85.81386,2.7,9.423,9.488,3.357,4.251,3.061,2.604,8.233,16500,False,True,False,False,False,True,33,0.75,5,0.7857142857142857,0.0031847133757961,0.001592356687898
895,1,1,8,9,0,0,1,0,0,1,20.35994,85.80284,7.449,1.068,2.262,12.986,10.319,6.57,11.256,1.698,26500,True,False,False,False,False,False,80,0.3,2,0.8888888888888888,0.0022346368715083,0.0
1693,3,2,15,18,1,2,1,0,1,0,20.39197,85.81341,10.723,3.7,3.876,16.46,14.047,10.101,14.461,4.889,31500,False,False,False,False,False,False,39,0.95,5,0.8333333333333334,0.0029533372711163,0.0011813349084465
770,1,1,1,7,0,0,1,1,0,0,20.36667,85.84368,8.098,3.319,2.187,13.905,12.893,8.101,11.476,3.813,14000,False,True,False,False,False,False,35,0.55,2,0.1428571428571428,0.0025974025974025,0.0
2023,3,2,2,9,3,2,1,0,1,1,20.32265,85.77748,5.724,5.457,6.333,9.704,5.716,4.112,8.978,4.654,46000,False,False,False,False,True,False,31,0.95,8,0.2222222222222222,0.0024715768660405,0.0009886307464162
1225,3,2,8,8,2,1,1,1,0,0,20.37391,85.84342,8.874,3.594,2.598,14.69,13.548,8.82,12.277,4.285,18500,False,True,False,False,False,False,35,0.75,5,1.0,0.0040816326530612,0.0008163265306122
1831,2,2,13,13,2,0,1,0,0,0,20.36622,85.822,7.801,1.257,0.876,13.597,11.707,7.345,11.497,2.233,60000,False,False,False,False,False,False,91,0.3,3,1.0,0.0021845985800109,0.0
1559,2,2,0,16,2,1,1,1,1,1,20.35047,85.82146,6.054,1.271,0.968,11.845,10.131,5.616,9.772,0.924,38500,False,True,False,False,False,False,104,1.0,7,0.0,0.0025657472738935,0.0006414368184733
1491,2,2,3,16,0,1,1,0,0,1,20.38032,85.80747,9.532,2.472,2.988,15.196,12.628,8.801,13.311,3.64,24000,False,True,False,False,False,False,39,0.5,3,0.1875,0.0026827632461435,0.0006706908115358
913,1,1,0,19,0,2,1,1,0,0,20.29826,85.8164,0.878,6.73,6.773,6.035,5.406,0.781,4.368,5.542,24500,True,False,False,False,False,False,68,0.95,4,0.0,0.0021905805038335,0.0021905805038335
907,2,2,8,20,1,2,1,1,0,1,20.35191,85.82091,6.217,1.118,0.843,12.003,10.242,5.761,9.939,0.932,23000,False,True,False,False,False,False,104,0.95,6,0.4,0.0044101433296582,0.0022050716648291
1123,2,1,11,20,2,1,1,1,0,1,20.2642,85.80976,3.866,10.513,10.62,2.398,3.897,4.114,2.769,9.324,17500,False,True,False,False,False,False,46,0.75,6,0.55,0.0026714158504007,0.0008904719501335
2249,3,3,3,10,3,2,1,1,0,0,20.35849,85.85375,7.578,4.248,3.049,13.271,12.819,7.86,10.696,4.406,39000,False,True,False,False,True,False,41,0.95,7,0.3,0.002667852378835,0.0008892841262783
2149,4,3,2,7,3,2,1,0,0,0,20.3519,85.80103,6.67,1.459,2.561,12.125,9.41,5.708,10.474,1.321,37000,False,True,False,False,False,False,80,0.7,6,0.2857142857142857,0.003257328990228,0.0009306654257794
2859,4,4,9,9,1,2,1,1,1,0,20.35963,85.85245,7.642,4.114,2.916,13.356,12.827,7.885,10.799,4.311,40000,False,True,False,False,False,False,41,1.2000000000000002,6,1.0,0.0027981811822315,0.0006995452955578
1473,2,2,7,7,0,0,1,1,0,1,20.38532,85.85264,10.346,5.083,4.167,16.129,15.135,10.374,13.63,5.856,31500,True,False,False,False,True,False,43,0.55,3,1.0,0.0027155465037338,0.0
1327,2,2,2,5,2,1,1,1,0,1,20.38138,85.84273,9.671,3.996,3.158,15.496,14.217,9.561,13.103,4.835,26000,True,False,False,True,False,False,35,0.75,6,0.4,0.0030143180105501,0.0007535795026375
2251,4,4,12,12,2,0,1,0,0,1,20.35133,85.80564,6.448,1.123,2.13,12.002,9.51,5.589,10.255,0.852,40000,False,True,False,False,False,False,80,0.3,4,1.0,0.0035539760106619,0.0
1651,3,2,8,17,3,2,1,1,0,1,20.30839,85.83828,1.983,6.184,5.776,7.472,7.937,3.096,4.974,5.133,28000,False,True,False,False,False,False,30,0.95,8,0.4705882352941176,0.0030284675953967,0.0012113870381586
1632,3,2,15,15,2,0,1,0,0,0,20.33951,85.82394,4.827,2.42,2.135,10.64,9.239,4.515,8.528,1.481,39500,False,False,False,False,False,False,43,0.3,3,1.0,0.003063725490196,0.0
1105,2,2,0,11,0,1,1,1,1,0,20.37833,85.81783,9.17,2.24,2.291,14.937,12.768,8.619,12.891,3.41,23500,True,False,False,False,False,False,39,1.0,4,0.0,0.0036199095022624,0.0009049773755656
1546,2,2,8,8,2,2,1,0,1,0,20.28747,85.783,4.433,8.516,9.025,6.045,2.059,3.167,6.156,7.422,28000,False,True,False,False,True,False,53,0.95,6,1.0,0.0025873221216041,0.001293661060802
597,1,1,7,14,0,0,1,1,0,0,20.33663,85.78033,6.444,4.198,5.218,11.016,7.291,4.984,9.992,3.633,12000,False,True,False,False,False,False,31,0.55,2,0.5,0.0033500837520938,0.0
881,2,2,15,15,1,0,1,1,0,0,20.27679,85.85824,4.122,10.257,9.764,5.576,8.89,5.753,2.712,9.217,21500,False,False,False,False,True,False,33,0.55,3,1.0,0.0045402951191827,0.0
1752,3,2,1,19,2,1,1,1,0,1,20.36327,85.83952,7.631,2.811,1.646,13.454,12.336,7.574,11.077,3.245,36500,True,False,True,False,False,False,91,0.75,6,0.0526315789473684,0.0028538812785388,0.0005707762557077
993,1,1,6,15,0,1,1,0,0,0,20.30861,85.84387,2.453,6.433,5.925,7.682,8.452,3.668,5.056,5.436,32000,False,False,False,False,False,False,68,0.5,2,0.4,0.0020140986908358,0.0010070493454179
2651,4,4,11,11,3,1,1,1,0,1,20.31203,85.82271,1.781,5.287,5.193,7.582,6.861,1.822,5.558,4.126,50000,True,False,False,False,False,False,68,0.75,7,1.0,0.0030177291588079,0.0003772161448509
624,1,1,15,15,1,1,1,0,0,0,20.27112,85.76735,6.576,10.84,11.417,6.066,0.611,5.532,7.239,9.785,13500,True,False,False,False,False,False,53,0.5,3,1.0,0.0032051282051282,0.0016025641025641
2018,3,2,3,17,2,1,1,1,0,1,20.36551,85.83166,7.754,2.087,1.063,13.588,12.111,7.512,11.331,2.752,46500,True,False,False,False,False,False,91,0.75,6,0.1764705882352941,0.0024777006937561,0.0004955401387512
1966,3,3,6,20,1,1,1,1,0,1,20.36128,85.81614,7.3,0.435,0.918,13.042,10.951,6.715,11.052,1.513,49000,True,False,False,False,False,False,104,0.75,5,0.3,0.0030518819938962,0.0005086469989827
950,2,2,14,14,0,2,1,1,0,0,20.33513,85.77895,6.434,4.413,5.424,10.913,7.112,4.945,9.943,3.828,14500,False,True,True,False,False,False,31,0.95,4,1.0,0.0042105263157894,0.0021052631578947
1460,2,2,10,12,2,1,1,1,0,1,20.36658,85.82292,7.839,1.355,0.892,13.641,11.785,7.401,11.525,2.31,38500,False,True,False,False,False,False,91,0.75,6,0.8333333333333334,0.0027397260273972,0.0006849315068493
1412,2,2,13,13,0,0,1,1,0,0,20.3458,85.83441,5.622,2.653,1.768,11.451,10.449,5.593,9.131,2.246,25000,False,True,False,False,False,False,41,0.55,2,1.0,0.0028328611898017,0.0
867,2,1,2,18,2,0,1,0,1,0,20.34652,85.81864,5.64,1.476,1.486,11.4,9.603,5.127,9.392,0.611,21000,False,True,False,False,False,False,80,0.55,4,0.1111111111111111,0.0034602076124567,0.0
2459,4,4,9,10,1,2,1,0,0,0,20.36945,85.82056,8.166,1.432,1.264,13.952,11.969,7.675,11.873,2.512,54000,True,False,False,False,False,False,104,0.7,4,0.9,0.0032533550223668,0.0008133387555917
1334,2,2,15,17,2,1,1,0,0,1,20.37729,85.83557,9.101,3.132,2.367,14.937,13.451,8.884,12.631,4.018,31000,False,True,False,False,False,False,91,0.5,5,0.8823529411764706,0.0029985007496251,0.0007496251874062
1662,2,2,13,19,2,2,1,1,0,0,20.37274,85.84094,8.693,3.305,2.318,14.517,13.299,8.6,12.134,4.006,37500,False,False,False,False,False,False,43,0.95,6,0.6842105263157895,0.0024067388688327,0.0012033694344163
1275,2,2,4,12,0,0,1,0,0,1,20.31847,85.79392,4.044,4.896,5.493,8.647,5.662,2.522,7.525,3.839,30500,True,False,False,False,False,False,43,0.3,2,0.3333333333333333,0.0031372549019607,0.0
1876,3,2,15,15,0,1,1,0,0,0,20.27769,85.78559,4.545,9.45,9.88,5.032,1.469,3.62,5.513,8.324,23500,True,False,True,False,False,False,46,0.5,2,1.0,0.0026652452025586,0.0005330490405117
1135,2,2,7,8,2,2,1,0,0,1,20.30042,85.81567,1.039,6.486,6.546,6.278,5.48,0.639,4.615,5.298,33500,False,False,False,False,False,False,42,0.7,6,0.875,0.0035242290748898,0.0017621145374449
1515,2,2,8,12,2,2,1,0,0,0,20.36703,85.84252,8.108,3.214,2.094,13.921,12.858,8.085,11.508,3.735,27000,False,True,False,False,False,False,43,0.7,5,0.6666666666666666,0.0026402640264026,0.0013201320132013
670,1,1,14,14,1,0,1,0,1,0,20.36143,85.82329,7.265,1.115,0.329,13.07,11.292,6.848,10.951,1.839,20000,False,True,False,False,False,False,104,0.55,3,1.0,0.0029850746268656,0.0
448,1,1,0,10,0,0,1,1,0,1,20.29628,85.82639,0.198,7.08,6.944,5.882,6.199,1.834,3.767,5.918,12000,False,True,False,False,False,False,68,0.55,3,0.0,0.0044642857142857,0.0
971,2,1,10,10,0,0,1,1,1,1,20.26009,85.79304,5.177,11.161,11.445,3.142,2.422,4.887,4.53,9.994,15000,False,True,False,False,False,False,20,0.8,4,1.0,0.0030895983522142,0.0
1411,3,2,7,15,3,0,1,1,0,0,20.27639,85.8512,3.544,9.982,9.567,5.011,8.155,5.142,2.099,8.904,21000,False,True,False,True,False,False,34,0.55,5,0.4666666666666667,0.0035435861091424,0.0
2290,4,4,12,12,2,0,1,0,0,1,20.28011,85.83974,2.385,9.173,8.882,4.622,7.008,3.922,1.86,8.048,25500,False,True,False,False,False,False,47,0.3,4,1.0,0.0034934497816593,0.0
1905,3,3,6,6,1,2,1,1,0,1,20.33709,85.81124,4.763,2.41,2.772,10.374,8.312,3.994,8.569,1.227,38500,False,True,False,False,False,False,80,0.95,6,1.0,0.0031496062992125,0.0010498687664041
477,1,1,15,15,1,0,1,1,0,0,20.39661,85.81043,11.272,4.224,4.463,16.987,14.454,10.609,15.023,5.412,11000,True,False,False,False,False,False,39,0.55,3,1.0,0.0041928721174004,0.0
1285,2,2,3,7,1,0,1,1,0,1,20.36455,85.82906,7.626,1.796,0.806,13.456,11.883,7.331,11.239,2.488,37000,True,False,False,False,False,False,91,0.55,4,0.4285714285714285,0.003112840466926,0.0
585,1,1,11,11,1,0,1,1,0,1,20.3482,85.84637,6.226,3.67,2.562,11.963,11.452,6.482,9.454,3.479,16500,True,False,False,False,False,False,41,0.55,4,1.0,0.0034188034188034,0.0
